word,phonetic,translation,frq
err,ә:,"vi. 犯错, 做错, 犯罪\n[法] 弄错, 犯错误, 陈述",13165
erratic,i'rætik,"n. 古怪的人, 漂泊无定的人\na. 不稳定的, 奇怪的",10635
erratically,i'rætikәli,"adv. 不规律地, 不定地",21291
erroneous,i'rәuniәs,"a. 错误的, 不正确的\n[法] 错误的, 不正确的",12587
error,'erә,"n. 错误, 过失, 失误, 误差\n[计] 错误",2198
erudite,'eru:dait,a. 博学的\nn. 博学者,22378
erupt,i'rʌpt,vi. 爆发\nvt. 喷出,5291
eruption,i'rʌpʃәn,"n. 爆发, 喷出物, 出疹\n[化] 喷发",8662
escalate,'eskәleit,"vi. 逐步扩大, 逐步升高, 逐步增强\nvt. 使逐步上升",7542
escalator,'eskәleitә,"n. 电动扶梯, 自动扶梯\n[机] 升降阶梯",14743
escape,i'skeip,"n. 逃亡, 避难设备, 逃跑\nvi. 逃脱, 避开, 溜走\nvt. 逃避, 避免, 被...忘掉",2034
escapist,is'keipist,a. 逃避现实的\nn. 逃避现实者,26317
eschew,is'tʃu:,"vt. 避开, 远避",11880
escort,'eskɒ:t,"n. 护送者, 护卫者, 护航舰\nvt. 护卫, 护送",6668
essence,'esns,"n. 实质, 本质, 香精\n[化] 香精",3468
essential,i'senʃәl,"n. 要素, 要点, 本质\na. 必要的, 重要的, 本质的\n[计] 本质冒险",1949
estate,i'steit,"n. 不动产, (人生的)阶段, 阶层, 财产\n[经] 房地产, 遗产, 财产",1778
esteem,i'sti:m,"n. 尊敬, 尊重\nvt. 尊敬, 尊重, 认为",11271
estimable,'estimәbl,"a. 可尊敬的, 可估计的",27308
estimate,'estimeit,"n. 估计, 判断\nvt. 估计, 评价, 判断\nvi. 估计",1798
etch,etʃ,"vt. 蚀刻, 蚀镂\nvi. 施行蚀刻法\nn. 腐蚀剂\n[计] 刻蚀; 侵蚀",8832
eternal,i'tә:nl,"a. 永恒的, 永远的, 不灭的",5626
ethic,'eθik,"n. 道德规范, 伦理",7137
ethically,,adv. 伦理上,14021
ethics,'eθiks,n. 道德规范\n[医] 伦理学,3231
ethnic,'eθnik,"a. 人种的, 种族的\n[医] 人种的",1729
etiquette,eti'ket,"n. 礼仪, 礼节, 成规\n[法] 规则, 成规, 礼节",11679
eulogy,'ju:lәdʒi,"n. 赞词, 称颂",17738
euphonious,ju:'fәuniәs,"a. 音响好的, 悦耳的, 声音和谐的",43790
euphony,'ju:fәni,n. 悦耳之音,0
evacuate,i'vækjueit,"v. 疏散, 撤出, 排泄",6917
evade,i'veid,"v. (巧妙地)逃脱, 规避, 逃避",9545
evaluate,i'væljueit,"vt. 评估, 评价, 赋值",2339
evaporate,i'væpәreit,"vi. 蒸发, 失去水分, 消失\nvt. 使蒸发, 使脱水, 使消失",7887
evaporation,i.væpә'reiʃәn,"n. 蒸发, 脱水, 消失\n[化] 蒸发",15342
evasion,i'veiʒәn,"n. 逃避, 藉口\n[法] 回避, 规避, 逃避",13087
evasive,i'veisiv,"a. 逃避的, 回避的, 托辞的\n[法] 逃避的, 规避的, 推托的",16477
even,'i:vәn,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验",107
evenly,'i:vәnli,"adv. 平衡地, 平坦地, 平等地",5601
eventful,i'ventful,"a. 变故多的, 多事的, 重要的",23564
eventual,i'ventʃuәl,"a. 最后的, 终于的",7292
eventually,i'ventʃuәli,"adv. 最后, 终于",1106
evergreen,'evәgri:n,"n. 常绿树, 常绿植物\na. 常绿的",10763
everlasting,.evә'læstiŋ,"a. 永恒的, 持久的\nn. 上帝, 神",16997
evidence,'evidәns,"n. 根据, 证据, 迹象\n[经] 证据, 凭证",606
evident,'evidәnt,"a. 显然的, 明显的",3466
evince,i'vins,"vt. 表明(感情等), 表示出(特性等)",18444
eviscerate,i'visәreit,"vt. 取出内脏, 除去精华, 切除(病人)器官\nvi. (因手术不良)内脏凸出",23773
evoke,i'vәuk,"vt. 唤起, 引起, 召(魂)\n[法] 提审, 移送",5018
evolution,.i:vә'lu:ʃәn,"n. 进化, 发展, 进展, (气体)放出, 开方\n[医] 进化, 演化, 旋出",2946
evolutionary,",i:vә'lu:ʃәnәri","a. 展开的, 进化论的, 进化的, 发展的\n[计] 进化的, 改良的, 发展的",5393
evolve,i'vɒlv,"vi. 进展, 进化, 展开\nvt. 使发展, 使推断出, 使进化",2821
exact,ig'zækt,"a. 精确的, 准确的, 精密的\nvt. 强求, 急需",3341
exacting,ig'zæktiŋ,"a. 苛求的, 吃力的",15409
exaggerate,ig'zædʒәreit,"v. 夸大, 夸张",6312
exaggeration,ig.zædʒә'reiʃәn,"n. 夸张, 夸大的事物, 夸大之词",10878
exalt,ig'zɒ:lt,"vt. 提升, 提高, 赞扬, 使得意\nvi. 使人兴奋, 使人得意",17234
exalted,ig'zɒ:ltid,"a. 高尚的, 尊贵的, 高位的, 兴奋的",16758
exasperate,ig'zæspәreit,"vt. 使恼怒, 激怒, 恶化\na. 糙面的, 恼怒的, 激怒的",17029
excavate,'ekskәveit,"v. 挖空, 挖出, 凿通",10160
excavation,.ekskә'veiʃәn,"n. 挖掘, 发掘, 挖掘的洞\n[医] 陷凹, 挖除",8898
exceed,ik'si:d,"vt. 超过, 超越, 胜过\nvi. 超过其他",3281
excel,ik'sel,"vt. 胜过, 优于, 擅长\nvi. 胜过其他",7055
excellent,'ekslәnt,"a. 优良的, 杰出的, 出色的",2123
exception,ik'sepʃәn,"n. 例外, 除外, 异议\n[计] 例外; 异常",2401
exceptional,ik'sepʃәnәl,"a. 例外的, 异常的, 特别的",6002
exceptionally,,adv. 特殊地；异常地；例外地,8698
excerpt,'eksә:pt,"n. 摘录\nv. 引用, 摘录",6058
excess,ik'ses,"n. 过度, 剩于, 超过, 超额\na. 过量的, 额外的",5741
excessive,ik'sesiv,"a. 过度的, 过多的, 极端的\n[法] 过度的, 过分的, 额外的",4564
exchange,iks'tʃeindʒ,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所\nv. 交换, 交易, 兑换\n[计] 交换; 电话局",1513
excitable,ik'saitәbl,"a. 能被激动的, 易兴奋的, 易怒的\n[医] 应激的, [可]兴奋的",24892
excite,ik'sait,"vt. 刺激, 使兴奋, 激励",5328
excitement,ik'saitmәnt,"n. 刺激, 兴奋\n[医] 兴奋, 激动",3506
exciting,ik'saitiŋ,"a. 令人兴奋的, 刺激的\n[电] 激磁",2926
exclaim,iks'kleim,"v. 大叫, 呼喊, 大声叫",6297
exclude,iks'klu:d,"vt. 除外, 排除, 排斥\n[医] 除外(诊断)",3470
exclusion,ik'sklu:ʒәn,"n. 排除, 除外, 逐出\n[医] 排除, 除外, 分离术",6233
exclusive,ik'sklu:siv,"a. 排外的, 独占的, 唯一的\n[计] 独占的",3753
exclusively,ik'sklu:sivli,"adv. 排他地, 仅仅, 专门, 只, 仅, 唯一地, 专有地",4489
exculpate,'ekskʌlpeit,"vt. 使无罪, 开脱\n[法] 使无罪, 申辩无罪, 辩解",39121
excursion,ik'skә:ʒәn,"n. 远足, 游览圆, 短程旅行\n[医] 移动, 离轨, 逸出",8288
excuse,ik'skju:z,"vt. 原谅, 申辩, 做为...的托辞\nn. 致歉, 理由, 饶恕, 借口",3484
execute,'eksikju:t,"vt. 执行, 实行, 完成, 处死, 制成\n[计] 执行",3642
execution,.eksi'kju:ʃәn,"n. 实行, 完成, 执行, 死刑\n[计] 执行",4234
executive,ig'zekjutiv,"n. 执行部门, 执行委员会, 执行者, 经理主管人员\na. 执行的, 善于执行的, 善于经营的\n[计] 执行程序",863
exemplary,ig'zemplәri,"a. 可仿效的, 可做模范的, 惩戒性的, 示范的\n[法] 惩罚性的, 警戒性的, 示范的",10187
exemplify,ig'zemplifai,"vt. 例证, 例示\n[法] 制作经公章证明的誊本, 例证",7776
exempt,ig'zempt,"n. 免税者, 被免除义务者\na. 免除的\nvt. 使免除, 豁免",9520
exemption,ig'zempʃәn,"n. 解除, 免除, 免税\n[化] 免检",7116
exert,ig'zә:t,"vt. 发挥, 运用, 施以影响\n[法] 施加, 产生, 行使",6115
exertion,ig'zә:ʃәn,"n. 努力, 发挥, 运用\n[医] 劳力, 用力",12337
exhale,eks'heil,"v. 呼气, 发出, 散发",11798
exhaust,ig'zɒ:st,"n. 排气, 排气装置, 废气\nvt. 抽完, 用尽, 耗尽, 使精疲力尽\nvi. 排气",4734
exhausted,iɡ'zɔ:stid,a. 耗尽的；疲惫的,8054
exhausting,i^'zɔ:stiŋ,"a. 使耗尽的, 使人筋疲力尽的\n[计] 经验, 技巧, 穷举, 耗尽, 排气",14951
exhaustion,ig'zɒ:stʃәn,"n. 抽空, 耗尽, 疲惫, 筋疲力尽\n[化] 抽空",8142
exhaustive,ig'zɒ:stiv,"a. 消耗的, 枯竭的, 彻底的, 详尽的",12508
exhibit,ig'zibit,"n. 显示, 显现, 展览品, 陈列品, 展览\nvt. 展现, 陈列, 展览\nvi. 开展览会",3303
exhibition,.eksi'biʃәn,"n. 表现, 展览会, 展览品\n[医] 投药, 展览, 展出",2476
exhilarate,ig'zilәreit,"vt. 使高兴, 使愉快, 鼓励",0
exhilarating,ig'zilәreitiŋ,"a. 令人喜欢的, 使人愉快的, 爽快的",12598
exhume,ig'zju:m,"vt. 掘出, 发掘",20069
exile,'eksail,"n. 放逐, 流放, 被放逐者\nvt. 放逐, 流放, 使背井离乡",5273
exist,ig'zist,"vi. 存在, 生存, 发生",1016
exit,'eksit,"n. 出口, 退场, 离去, 去世\nvi. 退出, 脱离, 去世\n[计] 退出; DOS内部命令:本命令用于退出当前的命令处理器(COMMAND.COM)\n恢复前一个命令处理器",3798
exocrine,'eksәkrain,"a. 外分泌的\n[医] 外分泌的, 外分泌物",0
exodus,'eksәdәs,"n. 大批的离去\n[法] 退出, 大批离去, 成一外出",11955
exorbitant,ig'zɒ:bitәnt,"a. 过度的, 过高的, 过分的",16520
exotic,ig'zɒtik,"a. 异国的, 外来的\nn. 外来人, 外来物, 舶来品",4205
expand,ik'spænd,"vt. 使膨胀, 详述, 扩张\nvi. 张开, 发展\nvt. 展开\nvi. 展开\n[计] 展开; DOS外部命令:将原始DOS磁盘上的压缩文件解压缩并拷贝到硬盘上",1572
expanding,iks'pændiŋ,[机] 扩张工作,6406
expanse,ik'spæns,"n. 宽阔区域, 宽阔, 天空",8187
expansion,ik'spænʃәn,"n. 扩充, 开展, 膨胀\n[计] 扩展",2734
expansive,ik'spænsiv,"a. 扩张性的, 使扩大的, 广阔的\n[化] 膨胀的; 可以膨胀的",9197
expedient,ik'spi:diәnt,"n. 权宜之计\na. 权宜的, 方便的, 有用的",19681
expedite,'ekspidait,"vt. 加快, 促进, 发出\na. 畅通的, 无阻碍的, 迅速的, 方便的",18829
expedition,.ekspi'diʃәn,"n. 远征, 探险队, 迅速",4654
expeditious,.ekspi'diʃәs,"a. 迅速的, 敏捷的",26976
expel,ik'spel,"vt. 驱逐, 逐出, 排出, 开除\n[医] 排除, 迫出",6975
expenditure,ik'spenditʃә,"n. 开支, 费用, 用光, 消费额\n[经] 支出, 费用, 消费",5170
experienced,ik'spiәriәnst,"a. 富有经验的, 老练的, 熟练的",4333
expertise,.ekspә:'ti:z,"n. 专家意见, 专门技术\n[法] 专门知识, 专家意见",3898
expire,ik'spaiә,"vi. 期满, 呼气, 断气\nvt. 呼出",6647
explicit,ik'splisit,"a. 详述的, 清楚的, 直言的",4826
explode,ik'splәud,"vi. 爆炸, 爆发, 激增\nvt. 使爆炸",3106
exploit,'eksplɒit,"n. 功绩, 勋绩\nvt. 开发, 利用, 开拓, 剥削",4374
exploitation,.eksplɒi'teiʃәn,"n. 开发, 开采, 剥削\n[经] 开发, 剥削, 宜传",6888
exploration,.eksplә'reiʃәn,"n. 探险, 踏勘, 探测\n[医] 探察",3885
explore,ik'splɒ:,"v. 探险, 探测, 探究",1594
explorer,ik'splɒ:rә,"n. 探险家, 探测者, 勘探器\n[医] 探察器",7763
explosive,ik'splәusiv,"n. 炸药, 爆破音\na. 易爆发的, 爆炸的, 暴躁的",5387
exponent,ik'spәunәnt,"n. 说明者, 倡导者, 说明物, 指数\na. 说明的\n[计] 指数",19547
exponential,.ekspәu'nenʃәl,a. 指数的\nn. 指数\n[计] 指数,17748
expose,ik'spәuz,"vt. 使暴露, 使曝光, 揭穿, 陈列\n[医] 暴露, 露置",2005
exposition,.ekspә'ziʃәn,"n. 阐述, 讲解, 说明, 博览会, 展览会\n[经] 展览会, 集市, 义卖市场",14307
exposure,ik'spәuʒә,"n. 暴露, 揭发, 揭露\n[化] 曝光量; 照射; 照射量",2229
expound,ik'spaund,"v. 详细说明, 解释",16419
expressive,ik'spresiv,"a. 表达的, 富于表情的",7994
expressly,ik'spresli,"adv. 明白地, 清楚地, 特意地",13647
exquisite,'ekskwizit,"a. 精致的, 细腻的, 敏锐的",8096
extant,ek'stænt,"a. 现存的, 未毁的",14599
extemporaneous,ik.stempә'reiniәs,"a. 无准备的, 即席的, 临时的\n[医] 临时的, 当时的",34062
extend,ik'stend,"v. 扩充, 延伸, 伸展, 扩大\n[计] 扩展",1445
extended,ik'stendid,"a. 延续的, 伸出的, 竭尽全力的, 广大的, 扩大范围的\n[法] 展期的, 延期的, 延长的",4083
extension,ik'stenʃәn,"n. 延长, 扩充, 范围, 扩展名\na. 伸缩的\n[计] 扩展名, 扩充名",3190
extensive,ik'stensiv,"a. 广的, 广泛的, 多方面的\n[经] 广大的, 扩大的",2845
extent,ik'stent,"n. 范围, 程度, 区域\n[计] 范围",1758
extenuate,ik'stenjueit,"vt. 减轻, 为...找借口\n[法] 减轻, 低估, 藐视",0
exterior,ik'stiәriә,"n. 外部, 表面, 外貌\na. 外部的, 外在的, 表面的",8761
exterminate,ik'stә:mineit,"vt. 扑灭, 消灭, 根绝",17637
external,ik'stә:nl,"n. 外部, 外面\na. 外部的, 客观的, 表面的",2864
extinct,ik'stiŋkt,"a. 熄灭的, 灭绝的, 耗尽的\n[法] 消灭了的, 过时的, 无效的",9357
extinction,ik'stiŋkʃәn,"n. 消失, 消灭, 废止\n[化] 消光; 熄灭",6977
extinguish,ik'stiŋgwiʃ,"vt. 熄灭, 使消亡, 压制, 使减色\n[医] 消灭",11906
extol,ik'stәul,"vt. 颂扬, 称赞, 吹捧",14621
extort,ik'stɒ:t,"vt. 勒索, 敲诈, 强要\n[医] 外旋",19443
extract,ik'strækt,"n. 榨出物, 精汁, 摘录, 选段\nvt. (费力地)取出, 采掘, 榨取, 摘录, 吸取\n[计] 提取",4971
extraneous,ek'streiniәs,"a. 外来的, 非必要的, 无关的\n[医] 体外的",17572
extraordinary,ik'strɒ:dәnәri,"a. 非常的, 特别的, 非凡的\n[经] 非常的, 特别的, 临时的",2625
extravagant,ik'strævgәnt,"a. 奢侈的, 挥霍无度的, 浪费的",10399
extremity,ik'stremiti,"n. 极端, 极点, 困境, 绝境\n[医] 肢, 端",13554
extricate,'ekstrikeit,"vt. 使解脱, 救出",16562
extrude,ek'stru:d,"vt. 挤出, 压出, 逐出\nvi. 伸出, 突出",25266
exuberant,ig'zju:bәrәnt,"a. 繁茂的, 丰富的, 生气勃勃的\n[医] 生成过多的, 高度增生的",12368
exude,ig'zju:d,"v. (使)流出, (使)渗出",12157
exultant,ig'zʌltәnt,"a. 非常高兴的, 欢欣的",28122
eye-catching,,"a. 引人注目的, 引人瞩目的",0
eyewitness,ai'witnis,"n. 目击者, 见证人",8633
fable,'feibl,"n. 寓言, 神话, 谎言\nvi. 虚构, 作寓言",12174
fabric,'fæbrik,"n. 织物, 布, 结构, 构造, 建筑物\n[经] 组织, 建筑物, 工厂",3059
fabricate,'fæbrikeit,"vt. 制造, 建造, 装配, 伪造",10365
facade,fә'sɑ:d,"n. 建筑物的正面, 外观, 表面",7600
face,feis,"n. 脸, 面容, 正面, 外观\nvt. 面对, 朝, 正视, 面临\nvi. 朝, 向\n[计] 现场可改变的控制元件",330
facelift,,n. 除去面部皱纹的整容手术,0
facet,'fæsit,"n. (多面体的)面, 方面, 琢面\n[医] 小平面, 小面",8774
facetious,fә'si:ʃәs,"a. 滑稽的, 爱开玩笑的",27377
facile,'fæsil,"a. 容易的, 灵巧的, 温和的",19319
facilitate,fә'siliteit,"vt. 使容易, 促进, 帮助\n[法] 使容易, 使便利, 推进",3568
facilitation,"fә,sili'teiʃәn","[医] 容易化, 助长, 接通[作用]",21857
facility,fә'siliti,"n. 容易, 灵巧, 设备\n[计] 设施; 设备; 装备",1297
facsimile,fæk'simili,"n. 摹(真)本, 传真\nvt. 传真, 临摹\na. 复制的\n[计] 复制; 传真; 精确复制",18332
faction,'fækʃәn,"n. 小派系, 内讧\n[法] 宗派, 派别, 小集团",5641
factious,'fækʃәs,"a. 好搞派系的, 好结党营私的",42944
factitious,fæk'tiʃәs,"a. 人为的, 人工的, 不自然的\n[医] 人工的, 人造的, 假的",43371
factor,'fæktә,"n. 因素, 因数, 系数, 基因, 代理人\n[计] 因式",729
factual,'fæktʃuәl,"a. 事实的, 实际的\n[法] 事实的, 与事实有关的, 实际的",8973
faculty,'fækәlti,"n. 才能, 能力, 全体教员, (大学的)系\n[医] 能力, [大学]院系",1985
fade,feid,"vi. 褪色, 消失, 凋谢\nvt. 使褪色\nn. 淡入, 淡出\na. 平淡的",2882
fagot,'fægәt,"n. 柴把, 束薪\nvt. 捆, 束",0
fahrenheit,'færәnhait,a. 华氏温度计的\nn. 华氏温度计,0
faint,feint,"n. 昏厥, 昏倒\na. 模糊的, 微弱的, 无力的\nvi. 昏倒, 变得微弱",4117
fair,fєә,"n. 展览会, 市集, 美好的事物\na. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的\nadv. 公平地, 正面地, 有教养地, 清楚地\nvi. 转晴",1484
fairly,'fєәli,"adv. 美观地, 公平地, 相当地, 清楚地",2157
faith,feiθ,"n. 信心, 信任, 忠实, 保证\n[法] 信任, 信仰, 信念",1326
faithful,'feiθful,"a. 忠实的, 详确的, 可靠的\nn. 信徒",5013
faithfulness,'feiθfulnis,"n. 忠诚, 诚实, 正确",20790
fake,feik,"n. 假货, 欺骗, 诡计\na. 假的\nvt. 假造, 仿造\nvi. 伪装",5098
falcon,'fɒ:lkәn,"n. 隼, 猎鹰",14005
falconer,'fɒ:lkәnә,"n. 以鹰狩猎者, 放鹰者, 养鹰者",29743
fallacious,fә'leiʃәs,"a. 使人误解的, 谬误的, 不合理的, 骗人的",27765
fallible,'fælәbl,"a. 易错的, 可能犯错的",24585
fallow,'fælәu,"n. 休耕地\na. 休耕的, 淡棕色的",18378
falter,'fɒ:ltә,"vt. 支吾地说\nvi. 支吾, 蹒跚地走\nn. 颤抖, 支吾, 踌躇",9324
fame,feim,"n. 名望, 名声, 传说",4593
familiarize,fә'miljәraiz,"vt. 使熟悉, 使熟知, 使通俗化",17746
famine,'fæmin,"n. 饥荒, 缺乏, 饥饿",8193
famish,'fæmiʃ,"vt. 使挨饿\nvi. 饥饿, 挨饿",0
fanatic,fә'nætik,"n. 狂热者, 盲信\na. 狂热的, 盲信的",10797
fanatical,fә'nætikәl,"a. 狂热的, 盲信的",16201
fanaticism,fә'nætisizm,"n. 狂热, 入迷",18972
fanciful,'fænsiful,"a. 奇怪的, 稀奇的, 想像的",13552
fancy,'fænsi,"n. 想象力, 幻想, 喜好\na. 想象的, 精美的, 新奇的, 奇特的, 高价的, 特级的\nvt. 想象, 设想, 相信, 喜爱\nvi. 想象, 幻想",5118
fantastic,fæn'tæstik,"a. 奇妙的, 稀奇的, 空想的",4747
fantasy,'fæntәsi,"n. 幻想, 想象的产物\n[医] 幻想",2964
far-reaching,,"a. 深远的, 广泛的, 伸至远处的",0
farce,fɑ:s,"n. 闹剧, 滑稽剧, 胡闹",13948
fascinate,'fæsineit,"vt. 令人入神, 使着迷\nvi. 入迷",5834
fascinating,'fæsineitiŋ,"a. 迷人的, 吸引人的, 使人神魂颠倒的",4204
fascination,.fæsi'neiʃәn,"n. 令人着迷的事物, 入迷, 魅力",6681
fashion,'fæʃәn,"n. 流行, 风尚, 时样\nvt. 形成, 造, 作",1922
fashionable,'fæʃәnәbl,"a. 时髦的, 上流社会的, 流行的",7651
fasten,'fɑ:sәn,"vt. 拴紧, 使固定, 系, 集中于, 强加于\nvi. 扣紧",7930
fatal,'feitәl,"a. 致命的, 重大的, 命运注定的, 粗心的, 不幸的\n[医] 致命的, 致死的",4921
fatalism,'feitәlizm,n. 宿命论,21345
fateful,'feitful,"a. 宿命的, 重大的, 决定性的",12405
fatigue,fә'ti:g,"n. 疲乏, 疲劳\nvt. 使疲劳, 使心智衰弱\nvi. 疲劳\na. 疲劳的",4806
fatuous,'fætjuәs,"a. 发呆的, 愚笨的",26978
faucet,'fɒ:sit,"n. 龙头, 开关, 旋塞",10713
fault,fɒ:lt,"n. 过错, 故障, 毛病\nvt. 挑剔\nvi. 产生断层, 弄错\n[计] 故障",2849
fauna,'fɒ:nә,n. 动物群\n[医] 动物区系,12609
favorable,'feivәrәbl,"a. 有利的, 赞许的, 良好的",4790
favored,'feivәd,"a. 有利的, 受惠的, 幸运的",9922
fealty,'fi:әlti,"n. 忠诚, 忠贞, 忠实",26862
feasible,'fi:zәbl,"a. 能实行的, 可行的, 适宜的\n[法] 可行的, 可执行的, 可完成的",7591
feat,fi:t,"n. 壮举, 功绩, 技艺表演\na. 灵巧的, 合适的, 整洁的",7177
fecundity,fi'kʌnditi,"n. 多产, 丰饶, 肥沃, 繁殖力\n[医] 生殖能, 生殖力",22711
federal,'fedәrәl,"a. 联邦的, 联合的, 同盟的\n[法] 联邦的, 联邦制的, 联盟的",493
feeble,fi:bl,"a. 微弱的, 衰弱的, 无效的\n[医] 无力的, 衰弱的",12083
feed,fi:d,"n. 饲料, 一餐, 饲养\nvt. 喂, 饲养, 放牧, 靠...为生\nvi. 吃东西, 用餐, 流入\n[计] 送纸",1317
feeder,'fi:dә,"n. 饲养者, 供给者, 奶瓶\n[化] 给料器",10915
feign,fein,"vt. 假装, 装作\nvi. 作假",13497
feint,feint,"n. 伪装, 假装, 假托, 佯攻\nvi. 装作, 假装, 佯攻\na. 假的, 虚饰的",27424
fell,fel,"vt. 击倒\nn. 一季所伐的木材, 折缝\na. 凶猛的, 可怕的\nfall的过去式",17411
felt,felt,"n. 毛毯, 毡\nvt. 制毡, 使粘结\nvi. 粘结\nfeel的过去式和过去分词",14168
feminism,'feminizm,"n. 女权主义, 男女平等主义\n[医] 男子女性",7497
feminist,'feminist,n. 男女平等主义者,4648
fencing,'fensiŋ,"n. 围墙, 剑术\n[法] 围栏, 买卖赃物, 辩论",11834
fender,'fendә,"n. 防卫物, 挡泥板",12080
ferment,'fә:ment,"n. 酵素, 发酵, 动乱\nv. (使)发酵, (使)动乱",17698
fermentation,",fә:men'teiʃәn",n. 发酵\n[化] 发酵,19326
ferocious,fә'rәuʃәs,"a. 残忍的, 凶猛的, 可怕的",11205
ferret,'ferit,"n. 白鼬, 雪貂, 侦探\nvt. 用雪貂打猎, 搜出, 驱出\nvi. 搜索",20690
ferromagnetic,.ferәumæg'netik,a. 铁磁体\n[医] 磁性铁的,40493
ferry,'feri,"n. 渡船, 渡口\n[法] 摆渡营业权, 轮渡",6492
fertile,'fә:tail,"a. 可繁殖的, 肥沃的, 生产多的\n[医] 能生育的",7458
fertilize,'fә:tilaiz,"vt. 施肥, 使丰饶, 使受精",13459
